FD ,UD,RÉGION,IDCC déclaré,SIRET,Raison sociale,CP,Ville,durée mandat,Nb Colleges,Inscrits par CSE,% Inscrits ICTAM,Votants par CSE,Taux Participation,SVE CSE,Taille_entreprise,Taille_entreprise_2,Presence CGT,Presence CFDT,Presence FO,Presence CFTC,Presence CGC,Presence UNSA,Presence SUD,Presence AUTRES,CGT par CSE,% CGT,CFDT par CSE,FO par CSE,CFTC par CSE,CGC par CSE,UNSA par CSE,SUD par CSE,AUTRES par CSE,Date_prochain scrutin,Année du prochain mandat,Date Visite syndicat,Date Formation,Quadrimestre prochain scrutin,Siren,Effectif Siren,Tranche effectif Siren,"Groupe SBF 120
O/N",Nom du groupe,UL CONCERNÉE,Intitulé de la convention Collective
METAUX,92,IDF,3248,34145938600213,STMICROELECTRONICS SA PARIS,92120,MONTROUGE,3A,1,179,1.0,124,0.693,113.0,100 et plus,100 à 199,N,N,N,N,O,N,N,N,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,2024-11-17,2024,2023-11-18,2024-01-17 20:00:00,2024-3,341 459 386,5397,5000 à 9999,CAC40,STMICROELECTRONICS,UL MALAKOFF,CCN de la métallurgie
FNSCBA,92,IDF,3212,77565057500183,INEO INFRASTRUCTURES IDF NORMANDIE,92000,NANTERRE,4A,3,179,0.4301675977653631,126,0.704,114.0,100 et plus,100 à 199,O,N,N,O,O,N,N,N,83.0,0.7280701754385965,0.0,0.0,16.0,15.0,0.0,0.0,0.0,2028-10-17,2028,2027-10-18,2027-12-17 20:00:00,2028-3,775 650 575,179,100 à 199,CAC40,ENGIE,UL NANTERRE,CCN des cadres des travaux publics
FSPBA,971,GUA,478,34189165300097,CREDIT MODERNE ANTILLES GUYANE,97122,BAIE MAHAULT,4A,2,178,1.0,157,0.882,152.0,100 et plus,100 à 199,O,O,N,N,N,N,N,O,27.36,0.18,24.099999999999998,0.0,0.0,0.0,0.0,0.0,100.54,2027-04-25,2027,2026-04-25,2026-06-24 20:00:00,2027-1,341 891 653,178,100 à 199,CAC40,BNP PARIBAS,,CC SOCIETES FINANCIERES
THCB,41,CVL,2528,72206399700406,SOC DES ATELIERS LOUIS VUITTON,41100,AZE,4A,2,178,0.20224719101123595,147,0.826,130.0,100 et plus,100 à 199,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,2027-01-12,2027,2026-01-12,2026-03-13 20:00:00,2027-1,722 063 997,4748,4000 à 4999,CAC40,LVMH,UL VENDOME,"CC MAROQUINERIE, ARTICLES VOYAGE, CUIR, SELLERIE"
METAUX,35,BRE,1090,30247504101735,PSA RETAIL RENNES,35510,CESSON SEVIGNE,4A,2,177,0.519774011299435,154,0.87,148.0,100 et plus,100 à 199,N,O,O,N,O,N,N,N,0.0,0.0,65.0,64.0,0.0,19.0,0.0,0.0,0.0,2026-05-10,2026,2025-05-10,2025-07-09 20:00:00,2026-2,302 475 041,4159,4000 à 4999,CAC40,PSA GROUPE,UL PROXIMITE,CC AUTOMOBILE SERVICES
FNSCBA,45,CVL,1702,32933888305004,COLAS FRANCE TO ORLEANS MEUNIER,45590,ST CYR EN VAL,4A,2,177,0.327683615819209,140,0.791,117.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,2026-10-12,2026,2025-10-12,2025-12-11 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL ORLEANS,CC TRAVAUX PUBLICS OUVRIERS
FNIC,92,IDF,44,55201648700431,SEPPIC SA - SEPPIC PARIS,92250,LA GARENNE COLOMBES,4A,2,177,1.0,133,0.751,132.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,4.0,0.030303030303030304,43.0,0.0,0.0,85.0,0.0,0.0,0.0,2027-10-19,2027,2026-10-19,2026-12-18 20:00:00,2027-3,552 016 487,625,500 à 999,CAC40,AIR LIQUIDE,UL COURBEVOIE,CCN des industries chimiques et connexes
FNSCBA,67,GES,3212,32933888302969,COLAS FRANCE TNE AGENCE BAS RHIN,67540,OSTWALD,4A,3,176,0.3409090909090909,143,0.813,134.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,2026-10-12,2026,2025-10-12,2025-12-11 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL STRASBOURG,CCN des cadres des travaux publics
FNSCBA,25,BFC,1702,32933888303934,COLAS FRANCE TNE AGENCE DOUBS,25410,DANNEMARIE SUR CRETE,4A,2,176,0.32386363636363635,141,0.801,138.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,2026-10-10,2026,2025-10-10,2025-12-09 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL 25,CC TRAVAUX PUBLICS OUVRIERS
TRANSPORTS,31,OCC,2149,38015787500010,VEOLIA PROPRETE MIDI PYRENEES,31270,VILLENEUVE TOLOSANE,4A,2,176,0.26136363636363635,103,0.585,92.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,2027-10-06,2027,2026-10-06,2026-12-05 20:00:00,2027-3,380 157 875,176,100 à 199,CAC40,VEOLIA ENVIRONNEMENT,UL MIRAIL,CC DECHET ACTIVITES
FSPBA,75,IDF,2931,39922343700019,UES PORTZAMPARC,75009,PARIS,4A,1,176,0.0,120,0.682,116.0,100 et plus,100 à 199,N,O,N,N,O,N,N,O,0.0,0.0,21.0,0.0,0.0,50.0,0.0,0.0,45.0,2027-10-06,2027,2026-10-06,2026-12-05 20:00:00,2027-3,399 223 437,176,100 à 199,CAC40,BNP PARIBAS,UL PARIS 9,CC  activités de marchés financiers et protocoles de gestion
TRANSPORTS,31,OCC,2149,46420237300401,VEOLIA PROPRETE AQUITAINE,31500,TOULOUSE,4A,2,176,1.0,116,0.659,106.0,100 et plus,100 à 199,N,N,O,N,O,N,N,N,0.0,0.0,0.0,9.0,0.0,97.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,464 202 373,461,400 à 499,CAC40,VEOLIA ENVIRONNEMENT,UL 31,CC DECHET ACTIVITES
METAUX,89,BFC,3248,48010791100459,SAFRAN ELECTRONICS ET DEFENSE,89000,AUXERRE,4A,3,176,0.6534090909090909,133,0.756,130.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,25.0,0.19230769230769232,42.0,30.0,0.0,33.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,480 107 911,7849,5000 à 9999,CAC40,SAFRAN,UL AUXERRE,CCN de la métallurgie
METAUX,18,CVL,3248,31439767000022,PAULSTRA SNC,18108,VIERZON,4A,2,175,0.3942857142857143,158,0.903,150.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,99.0,0.66,18.0,0.0,0.0,33.0,0.0,0.0,0.0,2026-04-26,2026,2025-04-26,2025-06-25 20:00:00,2026-1,314 397 670,1776,1000 à 1999,CAC40,TOTAL,UL VIERZON,CCN de la métallurgie
FNSCBA,59,NPC,1702,32933888301862,COLAS FRANCE TNE AGENCE MONTARON,59605,MAUBEUGE,4A,2,175,0.28,164,0.937,151.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,70.0,81.0,0.0,0.0,0.0,0.0,2026-10-07,2026,2025-10-07,2025-12-06 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL MAUBEUGE,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,80,PIC,3212,32933888303462,COLAS FRANCE TNE AGENCE D AMIENS,80084,AMIENS,4A,3,175,0.2857142857142857,139,0.794,119.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,19.0,100.0,0.0,0.0,0.0,0.0,2026-10-21,2026,2025-10-21,2025-12-20 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL GRAND AMIENS,CCN des cadres des travaux publics
METAUX,55,GES,3248,43976965400237,ESSILOR INTERNATIONAL SAS,55500,LIGNY EN BARROIS,4A,2,175,0.48,164,0.937,157.0,100 et plus,100 à 199,O,O,O,O,O,N,N,N,10.0,0.06369426751592357,21.0,54.0,54.0,18.0,0.0,0.0,0.0,2027-03-26,2027,2026-03-26,2026-05-25 20:00:00,2027-1,439 769 654,2869,2000 à 2999,CAC40,ESSILORLUXOTTICA,UL 55,CCN de la métallurgie
METAUX,91,IDF,3248,49201941900026,SAFRAN REOSC,91280,ST PIERRE DU PERRAY,4A,2,175,1.0,127,0.726,122.0,100 et plus,100 à 199,N,O,N,N,N,N,N,N,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-21,2027,2026-11-21,2027-01-20 20:00:00,2027-3,492 019 419,175,100 à 199,CAC40,SAFRAN,UL CORBEIL ESSONNES,CCN de la métallurgie
METAUX,92,IDF,1090,30247504101578,PSA RETAIL DARL'MAT MALAKOFF,92240,MALAKOFF,4A,2,174,0.5,144,0.828,134.0,100 et plus,100 à 199,N,O,O,N,N,N,N,N,0.0,0.0,78.0,56.0,0.0,0.0,0.0,0.0,0.0,2026-06-09,2026,2025-06-09,2025-08-08 20:00:00,2026-2,302 475 041,4159,4000 à 4999,CAC40,PSA GROUPE,UL MALAKOFF,CC AUTOMOBILE SERVICES
FNSCBA,72,PDL,1702,32933888300096,COLAS FRANCE TO LE MANS,72470,CHAMPAGNE,4A,2,174,0.3505747126436782,147,0.845,97.0,100 et plus,100 à 199,N,N,N,O,N,N,N,N,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,2026-10-14,2026,2025-10-14,2025-12-13 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL CHAMPAGNE,CC TRAVAUX PUBLICS OUVRIERS
COMMERCE & SERVICES,35,BRE,2216,45132133500114,CARREFOUR,35400,ST MALO,4A,2,174,0.06321839080459771,143,0.822,126.0,100 et plus,100 à 199,N,O,N,N,O,N,N,N,0.0,0.0,115.0,0.0,0.0,11.0,0.0,0.0,0.0,2027-10-06,2027,2026-10-06,2026-12-05 20:00:00,2027-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL SAINT MALO,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNIC,80,PIC,45,54203575300145,LE JOINT FRANCAIS,80220,GAMACHES,4A,2,174,0.27586206896551724,145,0.833,114.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,22.0,0.19298245614035087,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-06-01,2027,2026-06-01,2026-07-31 20:00:00,2027-2,542 035 753,1115,1000 à 1999,CAC40,TOTAL,,CCN du caoutchouc
FNSCBA,59,NPC,1702,40416401400031,EJL NORD,59220,DENAIN,4A,2,173,0.0,132,0.763,109.0,100 et plus,100 à 199,N,O,O,N,O,N,O,N,0.0,0.0,15.0,38.0,0.0,25.0,0.0,31.0,0.0,2027-03-16,2027,2026-03-16,2026-05-15 20:00:00,2027-1,404 164 014,223,200 à 299,CAC40,VINCI,UL DENAIN,CC TRAVAUX PUBLICS OUVRIERS
COMMERCE & SERVICES,74,AURA,2216,45132133501971,CARREFOUR SALLANCHES,74700,SALLANCHES,4A,2,173,0.06358381502890173,153,0.884,149.0,100 et plus,100 à 199,N,O,N,N,O,N,N,N,0.0,0.0,138.0,0.0,0.0,11.0,0.0,0.0,0.0,2027-02-03,2027,2026-02-03,2026-04-04 20:00:00,2027-1,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL PMB,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,87,NAQ,3248,75750224000067,SAFRAN FILTRATION SYSTEMS,87800,NEXON,4A,3,173,0.5953757225433526,130,0.751,125.0,100 et plus,100 à 199,O,N,O,N,O,N,N,N,32.0,0.256,0.0,43.0,0.0,50.0,0.0,0.0,0.0,2027-06-16,2027,2026-06-16,2026-08-15 20:00:00,2027-2,757 502 240,173,100 à 199,CAC40,SAFRAN,UL SAINT YRIEIX,CCN de la métallurgie
FNSCBA,18,CVL,2614,77559249600217,EUROVIA LE BERRY,18570,LE SUBDRAY,4A,2,173,0.35260115606936415,79,0.457,73.0,100 et plus,100 à 199,N,O,N,N,O,N,N,N,0.0,0.0,44.0,0.0,0.0,29.0,0.0,0.0,0.0,2027-11-10,2027,2026-11-10,2027-01-09 20:00:00,2027-3,775 592 496,726,500 à 999,CAC40,VINCI,UL ST FLORENT SUR CHER,CC TRAVAUX PUBLICS ETAM
FNSCBA,3,AURA,2614,32933888301417,COLAS FRANCE TSE AGENCE ALLIER,3630,DESERTINES,4A,2,172,0.31976744186046513,156,0.907,139.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,56.0,83.0,0.0,0.0,0.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL MONTLUCON,CC TRAVAUX PUBLICS ETAM
METAUX,38,AURA,3248,75850100100575,LEGRAND FRANCE,38160,ST MARCELLIN,4A,3,172,0.5581395348837209,143,0.831,142.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,61.0,0.4295774647887324,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-11-09,2026,2025-11-09,2026-01-08 20:00:00,2026-3,758 501 001,3865,3000 à 3999,CAC40,LEGRAND,UL SAINT MARCELLIN,CCN de la métallurgie
FNSCBA,80,PIC,1702,32933888303470,COLAS FRANCE TNE AGENCE DE HAUTE PICARDIE,80400,HAM,4A,2,171,0.26900584795321636,122,0.713,103.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,2026-10-18,2026,2025-10-18,2025-12-17 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL HAM-NESLE,CC TRAVAUX PUBLICS OUVRIERS
COMMERCE & SERVICES,91,IDF,2216,45132133500619,CARREFOUR HYPERMARCHES,91150,ETAMPES,4A,2,171,0.05847953216374269,152,0.889,137.0,100 et plus,100 à 199,N,O,O,N,O,N,N,N,0.0,0.0,98.0,29.0,0.0,10.0,0.0,0.0,0.0,2027-04-21,2027,2026-04-21,2026-06-20 20:00:00,2027-1,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL ETAMPES,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,73,AURA,3233,72980070600040,CHAMBERY PLACOPLATRE,73000,CHAMBERY,4A,2,171,0.5321637426900585,160,0.936,156.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,88.0,0.5641025641025641,25.0,15.0,0.0,28.0,0.0,0.0,0.0,2027-03-21,2027,2026-03-21,2026-05-20 20:00:00,2027-1,729 800 706,550,500 à 999,CAC40,SAINT-GOBAIN,UL CHAMBERY,CC CIMENTS INDUSTRIE FABRICATION
FSPBA,971,GUA,2120,95450974139134,LCL ANTILLES,97178,LES ABYMES,4A,2,171,1.0,146,0.854,140.0,100 et plus,100 à 199,O,O,N,N,O,N,N,O,13.43,0.09592857142857143,27.0,0.0,0.0,34.0,0.0,0.0,65.57000000000001,2027-06-09,2027,2026-06-09,2026-08-08 20:00:00,2027-2,954 509 741,17361,15000 à 19999,CAC40,CREDIT AGRICOLE,,CC BANQUE
VERRE & CERAMIQUE,60,PIC,669,99826921100400,SAINT GOBAIN GLASS FRANCE,60150,THOUROTTE,4A,2,171,0.36257309941520466,127,0.743,117.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,82.0,0.7008547008547008,9.0,0.0,0.0,26.0,0.0,0.0,0.0,2028-03-28,2028,2027-03-29,2027-05-28 20:00:00,2028-1,998 269 211,784,500 à 999,CAC40,SAINT-GOBAIN,UL COMPIEGNE,CC VERRE FABRICATION MECANIQUE INDUSTRIES
METAUX,35,BRE,3248,31785420600073,SETBT,35131,CHARTRES DE BRETAGNE,4A,3,170,0.5941176470588235,113,0.665,107.0,100 et plus,100 à 199,N,O,N,N,O,N,N,N,0.0,0.0,36.0,0.0,0.0,71.0,0.0,0.0,0.0,2027-11-21,2027,2026-11-21,2027-01-20 20:00:00,2027-3,317 854 206,170,100 à 199,CAC40,SCHNEIDER ELECTRIC,UL PROXIMITE,CCN de la métallurgie
FNSCBA,63,AURA,2614,31797591000298,EUROVIA DALA AGENCE CLERMONT FERRAND,63039,CLERMONT FERRAND,4A,2,170,0.0,104,0.612,100.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,70.0,0.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,317 975 910,530,500 à 999,CAC40,VINCI,UL CLERMONT VILLE,CC TRAVAUX PUBLICS ETAM
FNIC,33,NAQ,44,34354136300010,SARP INDUSTRIES AQUITAINE PYRENEES,33565,CARBON BLANC,4A,2,170,0.5411764705882353,143,0.841,140.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,55.0,0.39285714285714285,60.0,0.0,0.0,25.0,0.0,0.0,0.0,2027-11-10,2027,2026-11-10,2027-01-09 20:00:00,2027-3,343 541 363,170,100 à 199,CAC40,VEOLIA ENVIRONNEMENT,UL PRESQU ILE,CCN des industries chimiques et connexes
METAUX,94,IDF,3248,41856565100043,MANUFACTURE KERING EYEWEAR,94370,SUCY EN BRIE,4A,3,170,0.34705882352941175,109,0.641,104.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,7.0,0.0673076923076923,97.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-03-01,2027,2026-03-01,2026-04-30 20:00:00,2027-1,418 565 651,170,100 à 199,CAC40,KERING,UL BONNEUIL SUR MARNE,CCN de la métallurgie
METAUX,94,IDF,1090,30247504103186,PSA RETAIL PARIS EST,94120,FONTENAY SOUS BOIS,4A,2,169,0.47928994082840237,136,0.805,120.0,100 et plus,100 à 199,O,O,O,N,N,N,N,N,2.0,0.016666666666666666,36.0,82.0,0.0,0.0,0.0,0.0,0.0,2026-09-20,2026,2025-09-20,2025-11-19 20:00:00,2026-3,302 475 041,4159,4000 à 4999,CAC40,PSA GROUPE,UL FONTENAY SOUS BOIS,CC AUTOMOBILE SERVICES
METAUX,92,IDF,1090,31221230101821,RENAULT RETAIL GROUP,92100,BOULOGNE BILLANCOURT,4A,3,169,0.5857988165680473,143,0.846,137.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,36.0,0.26277372262773724,43.0,0.0,0.0,58.0,0.0,0.0,0.0,2026-12-05,2026,2025-12-05,2026-02-03 20:00:00,2026-3,312 212 301,3253,3000 à 3999,CAC40,RENAULT,UL BOULOGNE,CC AUTOMOBILE SERVICES
METAUX,78,IDF,3248,38376579900143,AXIMUM INDUSTRIE SIEGE SOCIAL,78114,MAGNY LES HAMEAUX,4A,2,169,1.0,106,0.627,99.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,31.0,68.0,0.0,0.0,0.0,0.0,2027-10-16,2027,2026-10-16,2026-12-15 20:00:00,2027-3,383 765 799,397,300 à 399,CAC40,BOUYGUES,UL SQY,CCN de la métallurgie
METAUX,16,NAQ,3248,44937017000085,AIRBUS FLIGHT ACADEMY EUROPE,16430,CHAMPNIERS,4A,3,169,0.0,125,0.74,118.0,100 et plus,100 à 199,O,O,O,N,O,N,N,O,24.0,0.2033898305084746,51.0,17.0,0.0,15.0,0.0,0.0,11.0,2026-03-29,2026,2025-03-29,2025-05-28 20:00:00,2026-1,449 370 170,169,100 à 199,CAC40,AIRBUS,UL GRAND ANGOULEME,CCN de la métallurgie
TRANSPORTS,33,NAQ,2149,46420237300153,VEOLIA PROPRETE AQUITAINE,33130,BEGLES,4A,2,169,0.20710059171597633,102,0.604,82.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,464 202 373,461,400 à 499,CAC40,VEOLIA ENVIRONNEMENT,UL BEGLES,CC DECHET ACTIVITES
COMMERCE & SERVICES,69,AURA,2198,50833224400054,MISTER AUTO,69100,VILLEURBANNE,4A,3,169,0.6686390532544378,138,0.817,125.0,100 et plus,100 à 199,N,O,N,N,N,N,N,N,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-09-08,2027,2026-09-08,2026-11-07 20:00:00,2027-3,508 332 244,169,100 à 199,CAC40,PSA GROUPE,UL VILLEURBANNE,CC VENTE A DISTANCE ENTREPRISES
FNSCBA,92,IDF,2609,69980260900072,OPTEOR ILE DE FRANCE,92622,GENNEVILLIERS,4A,4,169,0.621301775147929,101,0.598,81.0,100 et plus,100 à 199,O,O,N,N,N,N,N,N,21.0,0.25925925925925924,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-12-08,2027,2026-12-08,2027-02-06 20:00:00,2027-3,699 802 609,169,100 à 199,CAC40,VINCI,UL GENNEVILLIERS/VILLENEUVE LA GARENNE,CC BATIMENT ETAM
METAUX,57,GES,3248,40845542600028,ARCELORMITTAL TAILORED BLANKS LORRAINE,57270,UCKANGE,4A,3,168,0.5892857142857143,134,0.798,129.0,100 et plus,100 à 199,O,O,N,N,O,N,N,N,55.0,0.4263565891472868,45.0,0.0,0.0,29.0,0.0,0.0,0.0,2027-06-07,2027,2026-06-07,2026-08-06 20:00:00,2027-2,408 455 426,168,100 à 199,CAC40,ARCELORMITTAL,UL HAYANGE,CCN de la métallurgie
COMMERCE & SERVICES,93,IDF,2216,42824028700626,CARREFOUR SUPPLY CHAIN LA COURNEUVE,93120,LA COURNEUVE,4A,2,168,0.19047619047619047,157,0.935,156.0,100 et plus,100 à 199,O,N,O,N,O,O,N,N,36.0,0.23076923076923078,0.0,72.0,0.0,14.0,34.0,0.0,0.0,2027-10-13,2027,2026-10-13,2026-12-12 20:00:00,2027-3,428 240 287,7961,5000 à 9999,CAC40,CARREFOUR,UL LA COURNEUVE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
COMMERCE & SERVICES,59,NPC,2216,45132133502227,CARREFOUR HYPERMARCHE,59430,ST POL SUR MER,4A,2,168,0.07142857142857142,163,0.97,156.0,100 et plus,100 à 199,O,N,O,N,O,N,N,N,54.0,0.34615384615384615,0.0,92.0,0.0,10.0,0.0,0.0,0.0,2027-01-27,2027,2026-01-27,2026-03-28 20:00:00,2027-1,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL DUNKERQUE,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,78,IDF,2614,32933888302035,COLAS FRANCE TIDFN CONFLANS,78700,CONFLANS STE HONORINE,4A,3,167,0.3772455089820359,130,0.778,111.0,100 et plus,100 à 199,N,N,O,N,N,N,N,N,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,2026-10-14,2026,2025-10-14,2025-12-13 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL POISSY,CC TRAVAUX PUBLICS ETAM
METAUX,27,NOR,3248,39924041500030,SCHNEIDER TOSHIBA INVERTER EUROPE,27120,PACY SUR EURE,4A,1,167,0.0,119,0.713,117.0,100 et plus,100 à 199,N,N,O,N,O,N,N,N,0.0,0.0,0.0,38.0,0.0,79.0,0.0,0.0,0.0,2027-11-28,2027,2026-11-28,2027-01-27 20:00:00,2027-3,399 240 415,167,100 à 199,CAC40,SCHNEIDER ELECTRIC,UL 27,CCN de la métallurgie
METAUX,95,IDF,3248,41376091900055,COFELY AIRPORT AND LOGISTICS SERVICES,95940,ROISSY CHARLES DE GAULLE,4A,3,167,0.7904191616766467,75,0.449,75.0,100 et plus,100 à 199,O,N,N,N,N,O,N,N,40.0,0.5333333333333333,0.0,0.0,0.0,0.0,35.0,0.0,0.0,2026-06-13,2026,2025-06-13,2025-08-12 20:00:00,2026-2,413 760 919,167,100 à 199,CAC40,ENGIE,,CCN de la métallurgie
METAUX,57,GES,3248,35205051200081,SAFRAN NACELLES SAS,57190,FLORANGE,4A,3,166,0.7108433734939759,128,0.771,125.0,100 et plus,100 à 199,O,O,N,N,N,O,N,N,58.0,0.464,50.0,0.0,0.0,0.0,17.0,0.0,0.0,2027-11-09,2027,2026-11-09,2027-01-08 20:00:00,2027-3,352 050 512,2305,2000 à 2999,CAC40,SAFRAN,UL HAYANGE,CCN de la métallurgie
FILPAC,75,IDF,2121,37776837900051,SOGEDIF,75013,PARIS,4A,2,166,1.0,114,0.687,111.0,100 et plus,100 à 199,O,O,O,N,O,N,N,N,30.0,0.2702702702702703,5.0,5.0,0.0,71.0,0.0,0.0,0.0,2026-11-10,2026,2025-11-10,2026-01-09 20:00:00,2026-3,377 768 379,166,100 à 199,CAC40,VIVENDI,UL PARIS 13,CC EDITION
SOCIETES D'ETUDES,30,OCC,1486,75359239300114,GROUPE ECIA,30200,BAGNOLS SUR CEZE,4A,2,166,1.0,133,0.801,115.0,100 et plus,100 à 199,N,N,O,O,N,N,N,N,0.0,0.0,0.0,68.0,47.0,0.0,0.0,0.0,0.0,2028-10-17,2028,2027-10-18,2027-12-17 20:00:00,2028-3,753 592 393,166,100 à 199,CAC40,ENGIE,UL BAGNOLS SUR CEZE,"CCN des bureaux d'études techniques, des cabinets d'ingénieurs-conseils et des sociétés de conseils du 16 juillet 2021"
COMMERCE & SERVICES,63,AURA,2216,45132133501856,CARREFOUR,63200,MENETROL,4A,2,165,0.07272727272727272,133,0.806,125.0,100 et plus,100 à 199,N,N,O,N,O,N,N,N,0.0,0.0,0.0,114.0,0.0,11.0,0.0,0.0,0.0,2027-09-15,2027,2026-09-15,2026-11-14 20:00:00,2027-3,451 321 335,39750,30 000 et plus,CAC40,CARREFOUR,UL RIOM,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNSCBA,45,CVL,2420,50140245700060,SOGEA CENTRE,45770,SARAN,4A,3,165,0.2787878787878788,113,0.685,97.0,100 et plus,100 à 199,N,O,N,O,N,N,N,N,0.0,0.0,38.0,0.0,59.0,0.0,0.0,0.0,0.0,2027-11-24,2027,2026-11-24,2027-01-23 20:00:00,2027-3,501 402 457,165,100 à 199,CAC40,VINCI,UL FLEURY/SARAN,CC BATIMENT CADRES
FNSCBA,45,CVL,1702,77559249600258,EUROVIA ORLEANS,45400,FLEURY LES AUBRAIS,4A,2,165,0.37575757575757573,119,0.721,118.0,100 et plus,100 à 199,N,O,N,N,N,N,N,N,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2027-11-10,2027,2026-11-10,2027-01-09 20:00:00,2027-3,775 592 496,726,500 à 999,CAC40,VINCI,UL FLEURY/SARAN,CC TRAVAUX PUBLICS OUVRIERS
FNSCBA,93,IDF,1702,32933888302233,COLAS FRANCE TIDFN ILE SAINT DENIS,93451,L ILE ST DENIS,4A,3,164,0.40853658536585363,140,0.854,129.0,100 et plus,100 à 199,O,N,N,O,N,N,O,N,53.0,0.4108527131782946,0.0,0.0,66.0,0.0,0.0,10.0,0.0,2026-10-20,2026,2025-10-20,2025-12-19 20:00:00,2026-3,329 338 883,17177,15000 à 19999,CAC40,BOUYGUES,UL SAINT DENIS,CC TRAVAUX PUBLICS OUVRIERS
